school_code,major_code,major_name,major_group_code,province,year,min_admission_score,min_admission_rank,avg_score,max_score,plan_count,admission_count,subject_requirement,adjustment_rule
10006,120203,会计学,206,广东省,2020,637,6666,644,658,8,6,物理,
10006,080601,电气工程及其自动化,206,广东省,2020,638,6371,650,671,21,23,"物理,化学",
10006,020301,金融学,206,广东省,2020,641,4510,662,674,10,12,物理,
10007,071101,心理学,202,广东省,2020,611,15524,632,640,13,14,物理,
10007,081001,土木工程,202,广东省,2020,611,15321,633,647,5,5,"物理,化学",
10007,080902,软件工程,202,广东省,2020,606,18268,615,624,13,15,"物理,化学",
10007,080201,机械工程,203,广东省,2020,653,3764,674,695,13,15,"物理,化学",
10007,080902,软件工程,203,广东省,2020,658,576,672,696,25,26,"物理,化学",
10007,120203,会计学,203,广东省,2020,657,1388,666,674,27,27,物理,
10007,080901,计算机科学与技术,204,广东省,2020,660,3538,674,689,21,22,"物理,化学",
10007,080601,电气工程及其自动化,204,广东省,2020,668,1,685,692,23,25,"物理,化学",
10007,020301,金融学,204,广东省,2020,666,266,689,712,16,15,物理,
10008,080703,通信工程,204,广东省,2020,610,16355,622,635,13,14,"物理,化学",
10008,080901,计算机科学与技术,204,广东省,2020,613,14593,628,636,3,5,"物理,化学",
10008,120203,会计学,204,广东省,2020,614,13868,627,636,9,10,物理,
10008,030101,法学,205,广东省,2020,611,15530,625,643,8,10,物理,
10008,070101,数学与应用数学,205,广东省,2020,611,15530,617,622,11,9,物理,
10008,081001,土木工程,205,广东省,2020,610,15988,625,638,20,22,"物理,化学",
10008,080703,通信工程,206,广东省,2020,614,13652,638,661,18,18,"物理,化学",
10008,120203,会计学,206,广东省,2020,607,17289,628,636,4,4,物理,
10008,080201,机械工程,206,广东省,2020,607,17423,624,640,16,16,"物理,化学",
10010,020301,金融学,203,广东省,2020,603,19886,618,632,15,15,物理,
10010,080703,通信工程,203,广东省,2020,602,20711,625,636,13,12,"物理,化学",
10010,080601,电气工程及其自动化,203,广东省,2020,596,24170,620,627,19,17,"物理,化学",
10010,080601,电气工程及其自动化,204,广东省,2020,588,30103,603,625,29,31,"物理,化学",
10010,071101,心理学,204,广东省,2020,588,30566,594,599,15,16,物理,
10010,080902,软件工程,204,广东省,2020,587,30911,611,632,21,21,"物理,化学",
10011,020301,金融学,201,广东省,2020,568,49270,575,585,24,24,物理,
10011,070101,数学与应用数学,201,广东省,2020,565,50750,580,604,10,11,物理,
10011,030101,法学,201,广东省,2020,568,49353,582,591,8,6,物理,
10011,080703,通信工程,202,广东省,2020,552,69319,575,599,10,10,"物理,化学",
10011,080902,软件工程,202,广东省,2020,552,69555,569,586,5,6,"物理,化学",
10011,100201,临床医学,202,广东省,2020,552,69451,565,584,16,14,"物理,化学",
10012,080703,通信工程,202,广东省,2020,536,88552,546,555,15,15,"物理,化学",
10012,100201,临床医学,202,广东省,2020,538,87046,556,574,8,10,"物理,化学",
10012,080901,计算机科学与技术,202,广东省,2020,538,87226,553,568,21,20,"物理,化学",
10012,080601,电气工程及其自动化,203,广东省,2020,526,102064,538,560,17,15,"物理,化学",
10012,030101,法学,203,广东省,2020,528,100781,534,552,22,21,物理,
10012,080703,通信工程,203,广东省,2020,526,101876,545,564,22,24,"物理,化学",
10013,030101,法学,201,广东省,2020,651,3100,664,684,26,26,物理,
10013,080703,通信工程,201,广东省,2020,646,5611,667,680,3,1,"物理,化学",
10013,120203,会计学,201,广东省,2020,651,2712,656,677,26,25,物理,
10013,080902,软件工程,202,广东省,2020,628,8198,642,652,18,17,"物理,化学",
10013,080703,通信工程,202,广东省,2020,631,6673,645,651,5,3,"物理,化学",
10013,081001,土木工程,202,广东省,2020,624,10596,641,657,26,24,"物理,化学",
10015,070101,数学与应用数学,202,广东省,2020,545,77671,554,578,11,13,物理,
10015,080703,通信工程,202,广东省,2020,544,78446,557,569,11,9,"物理,化学",
10015,100201,临床医学,202,广东省,2020,544,78439,554,576,6,6,"物理,化学",
10015,030101,法学,203,广东省,2020,536,85624,543,562,7,7,物理,
10015,080201,机械工程,203,广东省,2020,539,83902,544,557,28,27,"物理,化学",
10015,080901,计算机科学与技术,203,广东省,2020,539,83882,552,570,13,15,"物理,化学",
10016,071101,心理学,201,广东省,2020,558,60643,580,587,8,9,物理,
10016,080201,机械工程,201,广东省,2020,558,60127,581,589,3,2,"物理,化学",
10016,080902,软件工程,201,广东省,2020,558,60573,569,590,16,16,"物理,化学",
10016,080703,通信工程,202,广东省,2020,568,48523,573,578,11,9,"物理,化学",
10016,070101,数学与应用数学,202,广东省,2020,567,48816,588,606,6,5,物理,
10016,080902,软件工程,202,广东省,2020,569,47304,577,584,24,25,"物理,化学",
10016,081001,土木工程,203,广东省,2020,565,51326,570,594,15,15,"物理,化学",
10016,080902,软件工程,203,广东省,2020,566,50543,590,600,28,28,"物理,化学",
10016,070101,数学与应用数学,203,广东省,2020,569,48646,587,598,18,20,物理,
10017,100201,临床医学,201,广东省,2020,514,123983,534,541,6,8,"物理,化学",
10017,080201,机械工程,201,广东省,2020,515,123266,523,529,4,5,"物理,化学",
10017,080703,通信工程,201,广东省,2020,517,122233,525,536,18,17,"物理,化学",
10017,070101,数学与应用数学,202,广东省,2020,550,70515,565,589,17,17,物理,
10017,020301,金融学,202,广东省,2020,552,69026,565,575,11,11,物理,
10017,080902,软件工程,202,广东省,2020,546,72383,558,570,7,7,"物理,化学",
10017,080703,通信工程,203,广东省,2020,541,80429,563,586,28,28,"物理,化学",
10017,120203,会计学,203,广东省,2020,544,78994,555,568,3,4,物理,
10017,080601,电气工程及其自动化,203,广东省,2020,545,78201,552,572,23,24,"物理,化学",
10019,080901,计算机科学与技术,202,广东省,2020,605,18904,619,629,15,17,"物理,化学",
10019,120203,会计学,202,广东省,2020,609,16993,619,643,20,18,物理,
10019,020301,金融学,202,广东省,2020,606,18666,621,630,15,17,物理,
10019,080901,计算机科学与技术,203,广东省,2020,593,27473,616,627,21,19,"物理,化学",
10019,020301,金融学,203,广东省,2020,588,29957,606,626,10,9,物理,
10019,070101,数学与应用数学,203,广东省,2020,589,29093,597,604,4,4,物理,
10019,020301,金融学,204,广东省,2020,606,17955,618,639,15,16,物理,
10019,080902,软件工程,204,广东省,2020,610,16055,629,645,24,22,"物理,化学",
10019,071101,心理学,204,广东省,2020,610,15764,633,648,13,14,物理,
10022,080902,软件工程,207,广东省,2020,578,38914,594,614,5,5,"物理,化学",
10022,080601,电气工程及其自动化,207,广东省,2020,578,38748,591,609,29,31,"物理,化学",
10022,030101,法学,207,广东省,2020,575,40057,594,607,20,19,物理,
10022,100201,临床医学,211,广东省,2020,585,32265,598,611,23,22,"物理,化学",
10022,030101,法学,211,广东省,2020,587,31059,611,619,4,2,物理,
10022,081001,土木工程,211,广东省,2020,590,28937,604,625,5,5,"物理,化学",
10022,080201,机械工程,212,广东省,2020,575,40832,598,608,7,6,"物理,化学",
10022,080902,软件工程,212,广东省,2020,578,38739,584,596,10,10,"物理,化学",
10022,080703,通信工程,212,广东省,2020,580,37794,600,613,16,17,"物理,化学",
10022,070101,数学与应用数学,215,广东省,2020,591,28069,602,618,8,10,物理,
10022,020301,金融学,215,广东省,2020,594,25604,610,630,28,28,物理,
10022,100201,临床医学,215,广东省,2020,590,28170,613,635,2,2,"物理,化学",
10022,080902,软件工程,216,广东省,2020,573,44883,592,609,10,11,"物理,化学",
10022,070101,数学与应用数学,216,广东省,2020,568,47282,583,604,9,10,物理,
10022,080201,机械工程,216,广东省,2020,575,43353,583,604,19,19,"物理,化学",
10022,100201,临床医学,217,广东省,2020,578,38247,589,613,4,6,"物理,化学",
10022,070101,数学与应用数学,217,广东省,2020,581,36449,591,598,16,14,物理,
10022,080703,通信工程,217,广东省,2020,576,39638,594,608,15,15,"物理,化学",
10022,080703,通信工程,219,广东省,2020,594,26688,606,615,5,7,"物理,化学",
10022,081001,土木工程,219,广东省,2020,589,29393,612,619,11,13,"物理,化学",
10022,080901,计算机科学与技术,219,广东省,2020,587,30613,603,617,14,14,"物理,化学",
10026,120203,会计学,203,广东省,2020,582,35768,591,610,2,1,物理,
10026,080601,电气工程及其自动化,203,广东省,2020,578,37856,593,610,19,20,"物理,化学",
10026,020301,金融学,203,广东省,2020,584,34111,604,620,20,19,物理,
10026,081001,土木工程,204,广东省,2020,591,27854,612,626,10,9,"物理,化学",
10026,070101,数学与应用数学,204,广东省,2020,594,25731,615,626,17,17,物理,
10026,080703,通信工程,204,广东省,2020,593,26199,601,622,21,19,"物理,化学",
10027,080601,电气工程及其自动化,204,广东省,2020,634,7540,655,672,29,29,"物理,化学",
10027,080703,通信工程,204,广东省,2020,637,5395,648,659,20,22,"物理,化学",
10027,120203,会计学,204,广东省,2020,637,5707,650,656,23,23,物理,
10027,100201,临床医学,206,广东省,2020,643,3366,654,669,26,26,"物理,化学",
10027,080902,软件工程,206,广东省,2020,642,4474,647,664,22,24,"物理,化学",
10027,071101,心理学,206,广东省,2020,638,6464,661,680,24,24,物理,
10028,080601,电气工程及其自动化,203,广东省,2020,592,26836,603,623,4,2,"物理,化学",
10028,080201,机械工程,203,广东省,2020,596,24245,602,626,17,15,"物理,化学",
10028,080901,计算机科学与技术,203,广东省,2020,596,24422,609,621,18,16,"物理,化学",
10029,030101,法学,202,广东省,2020,535,87063,544,567,13,15,物理,
10029,120203,会计学,202,广东省,2020,537,85775,560,574,24,25,物理,
10029,070101,数学与应用数学,202,广东省,2020,535,86957,549,561,29,28,物理,
10030,030101,法学,204,广东省,2020,622,9739,633,638,13,12,物理,
10030,071101,心理学,204,广东省,2020,619,11792,639,663,8,6,物理,
10030,020301,金融学,204,广东省,2020,619,11715,627,647,24,22,物理,
10030,030101,法学,"院
205",广东省,2020,604,19569,621,637,3,5,物理,
10030,100201,临床医学,"院
205",广东省,2020,608,16950,623,635,27,27,"物理,化学",
10030,020301,金融学,"院
205",广东省,2020,606,18181,617,627,13,14,物理,
10030,080201,机械工程,206,广东省,2020,612,14495,621,631,4,2,"物理,化学",
10030,100201,临床医学,206,广东省,2020,611,15275,627,638,6,7,"物理,化学",
10030,080902,软件工程,206,广东省,2020,611,15456,634,653,7,5,"物理,化学",
10030,070101,数学与应用数学,207,广东省,2020,614,14067,624,630,17,15,物理,
10030,120203,会计学,207,广东省,2020,618,11271,639,663,9,9,物理,
10030,081001,土木工程,207,广东省,2020,617,11744,636,659,14,12,"物理,化学",
10031,080601,电气工程及其自动化,204,广东省,2020,574,40871,596,618,8,7,"物理,化学",
10031,081001,土木工程,204,广东省,2020,581,36489,591,603,23,25,"物理,化学",
10031,080201,机械工程,204,广东省,2020,576,39559,597,618,5,4,"物理,化学",
10031,080601,电气工程及其自动化,205,广东省,2020,554,66953,573,582,22,21,"物理,化学",
10031,020301,金融学,205,广东省,2020,551,68905,569,574,10,12,物理,
10031,100201,临床医学,205,广东省,2020,547,70823,553,571,25,26,"物理,化学",
10032,080601,电气工程及其自动化,203,广东省,2020,556,60876,567,579,19,20,"物理,化学",
10032,120203,会计学,203,广东省,2020,561,57725,581,603,20,22,物理,
10032,071101,心理学,203,广东省,2020,561,57931,572,592,8,7,物理,
10032,080601,电气工程及其自动化,204,广东省,2020,526,101748,542,557,15,15,"物理,化学",
10032,081001,土木工程,204,广东省,2020,525,102097,535,545,4,6,"物理,化学",
10032,080703,通信工程,204,广东省,2020,529,100365,542,552,3,3,"物理,化学",
10032,080901,计算机科学与技术,205,广东省,2020,576,40993,600,624,23,23,"物理,化学",
10032,071101,心理学,205,广东省,2020,579,39627,591,607,5,3,物理,
10032,120203,会计学,205,广东省,2020,576,41504,588,612,5,4,物理,
10032,080601,电气工程及其自动化,206,广东省,2020,568,48925,573,596,25,23,"物理,化学",
10032,030101,法学,206,广东省,2020,569,48734,590,595,4,2,物理,
10032,120203,会计学,206,广东省,2020,563,52146,573,597,14,13,物理,
10033,071101,心理学,204,广东省,2020,597,23952,605,614,12,11,物理,
10033,120203,会计学,204,广东省,2020,596,24462,604,625,19,17,物理,
10033,070101,数学与应用数学,204,广东省,2020,595,25163,608,616,28,28,物理,
10033,080901,计算机科学与技术,205,广东省,2020,593,26506,615,623,17,18,"物理,化学",
10033,120203,会计学,205,广东省,2020,598,23306,607,630,21,20,物理,
10033,080902,软件工程,205,广东省,2020,594,25709,615,620,17,19,"物理,化学",
10033,030101,法学,206,广东省,2020,601,21377,618,638,16,16,物理,
10033,020301,金融学,206,广东省,2020,606,18088,616,635,6,4,物理,
10033,071101,心理学,206,广东省,2020,604,19774,613,627,22,20,物理,
10033,100201,临床医学,207,广东省,2020,580,36830,589,605,17,18,"物理,化学",
10033,070101,数学与应用数学,207,广东省,2020,580,37104,603,614,22,21,物理,
10033,080902,软件工程,207,广东省,2020,578,38430,588,594,5,3,"物理,化学",
10033,080901,计算机科学与技术,208,广东省,2020,606,18154,626,647,11,13,"物理,化学",
10033,081001,土木工程,208,广东省,2020,610,15542,627,639,21,19,"物理,化学",
10033,080601,电气工程及其自动化,208,广东省,2020,613,14239,627,644,27,26,"物理,化学",
10034,071101,心理学,202,广东省,2020,611,15378,620,626,28,29,物理,
10034,030101,法学,202,广东省,2020,614,14030,623,633,4,4,物理,
10034,120203,会计学,202,广东省,2020,617,12118,624,644,17,17,物理,
10034,020301,金融学,203,广东省,2020,602,20963,626,649,21,19,物理,
10034,071101,心理学,203,广东省,2020,603,20067,625,646,14,14,物理,
10034,080201,机械工程,203,广东省,2020,600,22476,624,641,22,24,"物理,化学",
10036,070101,数学与应用数学,203,广东省,2020,607,17516,621,640,13,11,物理,
10036,080201,机械工程,203,广东省,2020,613,14145,618,628,12,13,"物理,化学",
10036,080601,电气工程及其自动化,203,广东省,2020,606,17999,626,642,27,27,"物理,化学",
10037,070101,数学与应用数学,202,广东省,2020,541,79012,548,564,27,28,物理,
10037,071101,心理学,202,广东省,2020,549,74446,561,570,2,0,物理,
10037,030101,法学,202,广东省,2020,542,78598,561,573,13,14,物理,
10037,030101,法学,203,广东省,2020,542,77255,559,571,19,20,物理,
10037,080703,通信工程,203,广东省,2020,544,76285,564,575,17,19,"物理,化学",
10037,080902,软件工程,203,广东省,2020,545,75626,569,591,19,20,"物理,化学",
10041,100201,临床医学,201,广东省,2020,603,19697,617,638,22,22,"物理,化学",
10041,071101,心理学,201,广东省,2020,605,19139,622,628,26,24,物理,
10041,080902,软件工程,201,广东省,2020,605,18831,610,624,17,16,"物理,化学",
10043,120203,会计学,204,广东省,2020,588,30699,610,619,28,30,物理,
10043,081001,土木工程,204,广东省,2020,586,32097,596,601,8,8,"物理,化学",
10043,080601,电气工程及其自动化,204,广东省,2020,587,31731,593,608,11,13,"物理,化学",
10043,080703,通信工程,205,广东省,2020,587,31664,609,620,23,23,"物理,化学",
10043,020301,金融学,205,广东省,2020,583,33749,600,605,5,4,物理,
10043,100201,临床医学,205,广东省,2020,589,30453,605,619,27,28,"物理,化学",
10043,080902,软件工程,206,广东省,2020,547,74690,560,575,4,2,"物理,化学",
10043,070101,数学与应用数学,206,广东省,2020,549,73594,554,562,17,15,物理,
10043,071101,心理学,206,广东省,2020,546,75182,551,560,9,7,物理,
10043,080601,电气工程及其自动化,207,广东省,2020,529,96691,542,558,6,8,"物理,化学",
10043,080902,软件工程,207,广东省,2020,533,94306,539,552,19,21,"物理,化学",
10043,120203,会计学,207,广东省,2020,529,96877,543,561,29,31,物理,
10043,080901,计算机科学与技术,208,广东省,2020,586,32185,600,624,16,15,"物理,化学",
10043,080703,通信工程,208,广东省,2020,583,33780,589,603,23,25,"物理,化学",
10043,080601,电气工程及其自动化,208,广东省,2020,585,32841,601,620,12,11,"物理,化学",
10043,080703,通信工程,209,广东省,2020,591,28805,614,629,6,5,"物理,化学",
10043,030101,法学,209,广东省,2020,583,33548,592,614,22,24,物理,
10043,081001,土木工程,209,广东省,2020,587,31536,598,604,13,15,"物理,化学",
10046,080601,电气工程及其自动化,202,广东省,2020,581,35408,598,621,3,4,"物理,化学",
10046,100201,临床医学,202,广东省,2020,589,30777,597,611,5,3,"物理,化学",
10046,080902,软件工程,202,广东省,2020,583,34383,603,615,22,24,"物理,化学",
10047,080901,计算机科学与技术,203,广东省,2020,576,41148,599,607,26,27,"物理,化学",
10047,071101,心理学,203,广东省,2020,573,42275,583,588,12,11,物理,
10047,070101,数学与应用数学,203,广东省,2020,580,38632,600,613,7,7,物理,
10047,080901,计算机科学与技术,204,广东省,2020,579,38734,585,600,10,11,"物理,化学",
10047,081001,土木工程,204,广东省,2020,574,41716,584,591,2,0,"物理,化学",
10047,020301,金融学,204,广东省,2020,577,39507,594,616,25,25,物理,
10047,070101,数学与应用数学,205,广东省,2020,607,18171,614,625,18,17,物理,
10047,080902,软件工程,205,广东省,2020,608,17022,615,633,20,19,"物理,化学",
10047,100201,临床医学,205,广东省,2020,609,16710,620,633,10,8,"物理,化学",
10050,030101,法学,202,广东省,2020,592,27945,599,606,28,29,物理,
10050,080201,机械工程,202,广东省,2020,590,29082,600,616,12,13,"物理,化学",
10050,120203,会计学,202,广东省,2020,590,29213,608,622,15,17,物理,
10050,071101,心理学,203,广东省,2020,601,20936,612,629,6,8,物理,
10050,080901,计算机科学与技术,203,广东省,2020,599,22639,611,617,11,10,"物理,化学",
10050,080601,电气工程及其自动化,203,广东省,2020,601,20977,616,634,6,6,"物理,化学",
10050,081001,土木工程,209,广东省,2020,592,27714,597,607,29,31,"物理,化学",
10050,080703,通信工程,209,广东省,2020,594,26635,599,604,14,13,"物理,化学",
10050,080201,机械工程,209,广东省,2020,591,28328,615,624,14,13,"物理,化学",
10050,081001,土木工程,210,广东省,2020,590,27749,598,620,9,7,"物理,化学",
10050,071101,心理学,210,广东省,2020,594,25769,601,624,7,9,物理,
10050,120203,会计学,210,广东省,2020,590,27719,613,620,29,27,物理,
10050,020301,金融学,211,广东省,2020,593,27032,601,619,18,18,物理,
10050,080201,机械工程,211,广东省,2020,591,28276,597,606,13,13,"物理,化学",
10050,080601,电气工程及其自动化,211,广东省,2020,593,26763,599,612,13,11,"物理,化学",
10052,080201,机械工程,205,广东省,2020,600,21768,605,610,12,14,"物理,化学",
10052,030101,法学,205,广东省,2020,600,22298,617,629,28,29,物理,
10052,080703,通信工程,205,广东省,2020,600,22205,624,640,3,3,"物理,化学",
10052,030101,法学,206,广东省,2020,598,23371,609,622,17,15,物理,
10052,080601,电气工程及其自动化,206,广东省,2020,600,22095,606,628,28,29,"物理,化学",
10052,080902,软件工程,206,广东省,2020,600,22371,609,617,8,10,"物理,化学",
10053,070101,数学与应用数学,205,广东省,2020,613,14921,623,634,23,21,物理,
10053,071101,心理学,205,广东省,2020,616,12823,621,639,10,11,物理,
10053,080902,软件工程,205,广东省,2020,609,16728,621,640,26,24,"物理,化学",
10053,100201,临床医学,206,广东省,2020,611,15651,632,652,17,17,"物理,化学",
10053,020301,金融学,206,广东省,2020,607,17716,614,626,2,1,物理,
10053,080201,机械工程,206,广东省,2020,612,14506,623,643,11,12,"物理,化学",
10054,120203,会计学,203,广东省,2020,592,27946,612,628,13,13,物理,
10054,020301,金融学,203,广东省,2020,592,28083,616,623,6,4,物理,
10054,080201,机械工程,203,广东省,2020,587,30686,606,621,15,17,"物理,化学",
10054,120203,会计学,204,广东省,2020,599,22413,612,630,4,5,物理,
10054,030101,法学,204,广东省,2020,597,23376,616,634,13,13,物理,
10054,071101,心理学,204,广东省,2020,596,23900,617,624,18,16,物理,
10055,080703,通信工程,202,广东省,2020,645,2436,659,673,11,13,"物理,化学",
10055,081001,土木工程,202,广东省,2020,639,6276,659,669,24,25,"物理,化学",
10055,100201,临床医学,202,广东省,2020,642,4174,650,670,21,22,"物理,化学",
10055,080902,软件工程,203,广东省,2020,637,6447,650,658,11,10,"物理,化学",
10055,080601,电气工程及其自动化,203,广东省,2020,641,4359,648,664,14,13,"物理,化学",
10055,120203,会计学,203,广东省,2020,639,5543,653,662,7,7,物理,
10056,100201,临床医学,203,广东省,2020,627,9666,646,662,19,20,"物理,化学",
10056,080601,电气工程及其自动化,203,广东省,2020,628,9071,639,648,21,22,"物理,化学",
10056,081001,土木工程,203,广东省,2020,634,5583,640,648,29,28,"物理,化学",
10056,070101,数学与应用数学,204,广东省,2020,629,7202,639,661,10,8,物理,
10056,080601,电气工程及其自动化,204,广东省,2020,628,7648,645,657,12,11,"物理,化学",
10056,020301,金融学,204,广东省,2020,630,7016,651,661,10,8,物理,
10057,071101,心理学,203,广东省,2020,541,78181,556,565,9,11,物理,
10057,080601,电气工程及其自动化,203,广东省,2020,542,77694,552,574,25,25,"物理,化学",
10057,080703,通信工程,203,广东省,2020,545,76025,556,562,20,19,"物理,化学",
10057,030101,法学,204,广东省,2020,539,86986,549,566,19,21,物理,
10057,080901,计算机科学与技术,204,广东省,2020,540,86415,548,570,19,18,"物理,化学",
10057,020301,金融学,204,广东省,2020,536,89114,558,579,16,18,物理,
10057,030101,法学,205,广东省,2020,530,97480,539,549,14,16,物理,
10057,081001,土木工程,205,广东省,2020,529,97985,537,544,10,12,"物理,化学",
10057,080703,通信工程,205,广东省,2020,532,96423,547,562,11,11,"物理,化学",
10057,070101,数学与应用数学,206,广东省,2020,546,73436,558,576,19,18,物理,
10057,030101,法学,206,广东省,2020,545,74043,561,566,28,30,物理,
10057,071101,心理学,206,广东省,2020,545,73966,567,574,18,20,物理,
10058,080601,电气工程及其自动化,202,广东省,2020,553,65170,576,593,9,7,"物理,化学",
10058,120203,会计学,202,广东省,2020,556,63338,564,573,9,11,物理,
10058,100201,临床医学,202,广东省,2020,558,62366,582,587,6,7,"物理,化学",
10058,080201,机械工程,"院
203",广东省,2020,577,40212,585,606,10,9,"物理,化学",
10058,080902,软件工程,"院
203",广东省,2020,573,42446,578,592,3,3,"物理,化学",
10058,120203,会计学,"院
203",广东省,2020,579,38870,596,614,12,13,物理,
10058,120203,会计学,204,广东省,2020,564,54931,586,602,29,29,物理,
10058,070101,数学与应用数学,204,广东省,2020,561,57220,580,595,16,15,物理,
10058,020301,金融学,204,广东省,2020,557,58834,564,582,19,18,物理,
10058,080201,机械工程,205,广东省,2020,556,63197,571,595,14,15,"物理,化学",
10058,100201,临床医学,205,广东省,2020,558,61769,569,585,8,9,"物理,化学",
10058,071101,心理学,205,广东省,2020,557,62620,567,584,9,11,物理,
10058,080201,机械工程,206,广东省,2020,558,59866,576,592,2,4,"物理,化学",
10058,070101,数学与应用数学,206,广东省,2020,555,61004,576,593,27,27,物理,
10058,080902,软件工程,206,广东省,2020,556,60475,571,581,6,7,"物理,化学",
10058,020301,金融学,207,广东省,2020,595,25510,605,620,26,24,物理,
10058,080601,电气工程及其自动化,207,广东省,2020,598,23704,609,617,23,23,"物理,化学",
10058,080901,计算机科学与技术,207,广东省,2020,595,25327,608,620,27,28,"物理,化学",
10058,030101,法学,208,广东省,2020,569,47356,587,604,9,8,物理,
10058,071101,心理学,208,广东省,2020,572,45224,588,595,22,21,物理,
10058,080201,机械工程,208,广东省,2020,575,43964,597,605,25,27,"物理,化学",
10059,080901,计算机科学与技术,205,广东省,2020,547,72582,564,571,3,4,"物理,化学",
10059,081001,土木工程,205,广东省,2020,550,70785,567,587,28,29,"物理,化学",
10059,080601,电气工程及其自动化,205,广东省,2020,548,72296,558,564,14,13,"物理,化学",
10059,081001,土木工程,208,广东省,2020,550,68873,556,570,2,1,"物理,化学",
10059,080601,电气工程及其自动化,208,广东省,2020,555,65894,568,576,25,24,"物理,化学",
10059,080201,机械工程,208,广东省,2020,553,66863,573,588,23,21,"物理,化学",
10060,120203,会计学,201,广东省,2020,535,91115,546,556,14,14,物理,
10060,071101,心理学,201,广东省,2020,535,91186,549,557,27,29,物理,
10060,030101,法学,201,广东省,2020,530,94423,541,546,22,21,物理,
10060,100201,临床医学,202,广东省,2020,538,87395,561,571,11,10,"物理,化学",
10060,080703,通信工程,202,广东省,2020,534,89937,550,558,25,27,"物理,化学",
10060,020301,金融学,202,广东省,2020,537,88417,551,574,17,16,物理,
10060,080201,机械工程,203,广东省,2020,541,79792,563,582,13,11,"物理,化学",
10060,100201,临床医学,203,广东省,2020,540,80306,556,567,20,21,"物理,化学",
