school_code,major_group_code,major_code,major_name,province,year,plan_count,tuition,duration,subject_requirement,is_sino_foreign,is_normal_major,is_medical_major,single_subject_limit,physical_limit,remark
10017,201,080601,电气工程及其自动化,广东省,2024,13,12000,4,"物理,化学",0,0,0,,,
10017,202,080201,机械工程,广东省,2024,10,6500,4,"物理,化学",0,0,0,,,
10017,202,080901,计算机科学与技术,广东省,2024,11,12000,4,"物理,化学",0,0,0,,,
10017,203,080901,计算机科学与技术,广东省,2024,14,8000,4,"物理,化学",0,0,0,,,
10017,203,080601,电气工程及其自动化,广东省,2024,8,8000,4,"物理,化学",0,0,0,,,
10017,203,070101,数学与应用数学,广东省,2024,8,5500,4,"物理,化学",0,0,0,,,
10019,202,120203,会计学,广东省,2024,4,8000,4,物理,0,0,0,,,
10019,202,100201,临床医学,广东省,2024,14,12000,4,"物理,化学",0,0,1,,,
10019,203,081001,土木工程,广东省,2024,13,5000,4,"物理,化学",0,0,0,,,
10019,203,080703,通信工程,广东省,2024,2,5500,4,"物理,化学",0,0,0,,,
10019,203,120203,会计学,广东省,2024,10,6500,4,物理,0,0,0,,,
10019,204,080901,计算机科学与技术,广东省,2024,7,8000,4,"物理,化学",0,0,0,,,
10019,204,071101,心理学,广东省,2024,13,5500,4,"物理,化学",0,0,0,,,
10022,207,020301,金融学,广东省,2024,3,8000,4,物理,0,0,0,,,
10022,211,030101,法学,广东省,2024,12,4500,4,物理,0,0,0,,,
10022,212,070101,数学与应用数学,广东省,2024,12,5000,4,"物理,化学",0,0,0,,,
10022,215,080902,软件工程,广东省,2024,7,6500,4,"物理,化学",0,0,0,,,
10022,215,100201,临床医学,广东省,2024,13,4500,4,"物理,化学",0,0,1,,,
10022,215,120203,会计学,广东省,2024,12,8000,4,物理,0,0,0,,,
10022,216,070101,数学与应用数学,广东省,2024,3,12000,4,"物理,化学",0,0,0,,,
10022,216,080902,软件工程,广东省,2024,3,4500,4,"物理,化学",0,0,0,,,
10022,216,020301,金融学,广东省,2024,6,6500,4,物理,0,0,0,,,
10022,217,080902,软件工程,广东省,2024,13,5000,4,"物理,化学",0,0,0,,,
10022,217,020301,金融学,广东省,2024,5,8000,4,物理,0,0,0,,,
10022,219,081001,土木工程,广东省,2024,7,6500,4,"物理,化学",0,0,0,,,
10022,219,080601,电气工程及其自动化,广东省,2024,8,12000,4,"物理,化学",0,0,0,,,
10026,203,071101,心理学,广东省,2024,7,8000,4,"物理,化学",0,0,0,,,
10026,204,030101,法学,广东省,2024,2,5000,4,物理,0,0,0,,,
10026,204,071101,心理学,广东省,2024,9,4500,4,"物理,化学",0,0,0,,,
10026,204,080601,电气工程及其自动化,广东省,2024,13,5500,4,"物理,化学",0,0,0,,,
10027,204,071101,心理学,广东省,2024,13,5000,4,"物理,化学",0,0,0,,,
10027,206,080902,软件工程,广东省,2024,12,6500,4,"物理,化学",0,0,0,,,
10027,206,080601,电气工程及其自动化,广东省,2024,3,8000,4,"物理,化学",0,0,0,,,
10028,203,100201,临床医学,广东省,2024,12,4500,4,"物理,化学",0,0,1,,,
10028,203,020301,金融学,广东省,2024,9,12000,4,物理,0,0,0,,,
10029,202,071101,心理学,广东省,2024,2,4500,4,"物理,化学",0,0,0,,,
10029,202,081001,土木工程,广东省,2024,2,5500,4,"物理,化学",0,0,0,,,
10030,204,080601,电气工程及其自动化,广东省,2024,6,5000,4,"物理,化学",0,0,0,,,
10030,204,071101,心理学,广东省,2024,9,5000,4,"物理,化学",0,0,0,,,
10030,"院
205",081001,土木工程,广东省,2024,8,12000,4,"物理,化学",0,0,0,,,
10030,"院
205",080901,计算机科学与技术,广东省,2024,3,6500,4,"物理,化学",0,0,0,,,
10030,206,081001,土木工程,广东省,2024,12,5500,4,"物理,化学",0,0,0,,,
10030,206,080902,软件工程,广东省,2024,5,8000,4,"物理,化学",0,0,0,,,
10030,206,080901,计算机科学与技术,广东省,2024,14,12000,4,"物理,化学",0,0,0,,,
10030,207,080901,计算机科学与技术,广东省,2024,3,5000,4,"物理,化学",0,0,0,,,
10030,207,120203,会计学,广东省,2024,2,8000,4,物理,0,0,0,,,
10030,207,071101,心理学,广东省,2024,5,5000,4,"物理,化学",0,0,0,,,
10031,204,080601,电气工程及其自动化,广东省,2024,5,6500,4,"物理,化学",0,0,0,,,
10031,205,030101,法学,广东省,2024,6,12000,4,物理,0,0,0,,,
10031,205,080601,电气工程及其自动化,广东省,2024,13,4500,4,"物理,化学",0,0,0,,,
10032,203,080601,电气工程及其自动化,广东省,2024,3,5500,4,"物理,化学",0,0,0,,,
10032,203,070101,数学与应用数学,广东省,2024,5,6500,4,"物理,化学",0,0,0,,,
10032,204,080201,机械工程,广东省,2024,4,6500,4,"物理,化学",0,0,0,,,
10032,204,120203,会计学,广东省,2024,3,4500,4,物理,0,0,0,,,
10032,204,070101,数学与应用数学,广东省,2024,8,8000,4,"物理,化学",0,0,0,,,
10032,205,080601,电气工程及其自动化,广东省,2024,10,12000,4,"物理,化学",0,0,0,,,
10032,206,081001,土木工程,广东省,2024,12,6500,4,"物理,化学",0,0,0,,,
10033,204,120203,会计学,广东省,2024,5,5500,4,物理,0,0,0,,,
10033,204,071101,心理学,广东省,2024,10,4500,4,"物理,化学",0,0,0,,,
10033,205,080703,通信工程,广东省,2024,12,8000,4,"物理,化学",0,0,0,,,
10033,205,120203,会计学,广东省,2024,9,12000,4,物理,0,0,0,,,
10033,205,030101,法学,广东省,2024,9,5000,4,物理,0,0,0,,,
10033,206,120203,会计学,广东省,2024,3,12000,4,物理,0,0,0,,,
10033,206,070101,数学与应用数学,广东省,2024,5,12000,4,"物理,化学",0,0,0,,,
10033,206,080901,计算机科学与技术,广东省,2024,13,5000,4,"物理,化学",0,0,0,,,
10033,207,081001,土木工程,广东省,2024,14,6500,4,"物理,化学",0,0,0,,,
10033,208,080703,通信工程,广东省,2024,7,12000,4,"物理,化学",0,0,0,,,
10033,208,100201,临床医学,广东省,2024,3,4500,4,"物理,化学",0,0,1,,,
10033,208,030101,法学,广东省,2024,6,6500,4,物理,0,0,0,,,
10034,202,080703,通信工程,广东省,2024,12,4500,4,"物理,化学",0,0,0,,,
10034,202,081001,土木工程,广东省,2024,10,4500,4,"物理,化学",0,0,0,,,
10034,203,020301,金融学,广东省,2024,7,6500,4,物理,0,0,0,,,
10034,203,080901,计算机科学与技术,广东省,2024,6,6500,4,"物理,化学",0,0,0,,,
10034,203,080201,机械工程,广东省,2024,11,6500,4,"物理,化学",0,0,0,,,
10036,203,071101,心理学,广东省,2024,4,6500,4,"物理,化学",0,0,0,,,
10036,203,100201,临床医学,广东省,2024,10,8000,4,"物理,化学",0,0,1,,,
10036,203,080601,电气工程及其自动化,广东省,2024,4,5000,4,"物理,化学",0,0,0,,,
10037,202,070101,数学与应用数学,广东省,2024,2,6500,4,"物理,化学",0,0,0,,,
10037,202,080201,机械工程,广东省,2024,2,12000,4,"物理,化学",0,0,0,,,
10037,202,020301,金融学,广东省,2024,7,12000,4,物理,0,0,0,,,
10037,203,030101,法学,广东省,2024,5,4500,4,物理,0,0,0,,,
10041,201,100201,临床医学,广东省,2024,4,8000,4,"物理,化学",0,0,1,,,
10041,201,080901,计算机科学与技术,广东省,2024,4,5000,4,"物理,化学",0,0,0,,,
10041,201,020301,金融学,广东省,2024,11,4500,4,物理,0,0,0,,,
10043,204,080201,机械工程,广东省,2024,4,6500,4,"物理,化学",0,0,0,,,
10043,204,071101,心理学,广东省,2024,2,6500,4,"物理,化学",0,0,0,,,
10043,205,080703,通信工程,广东省,2024,3,8000,4,"物理,化学",0,0,0,,,
10043,205,070101,数学与应用数学,广东省,2024,5,12000,4,"物理,化学",0,0,0,,,
10043,205,080902,软件工程,广东省,2024,14,5500,4,"物理,化学",0,0,0,,,
10043,206,080601,电气工程及其自动化,广东省,2024,7,12000,4,"物理,化学",0,0,0,,,
10043,206,080901,计算机科学与技术,广东省,2024,6,5000,4,"物理,化学",0,0,0,,,
10043,206,080703,通信工程,广东省,2024,8,5000,4,"物理,化学",0,0,0,,,
10043,207,080703,通信工程,广东省,2024,5,4500,4,"物理,化学",0,0,0,,,
10043,207,081001,土木工程,广东省,2024,4,4500,4,"物理,化学",0,0,0,,,
10043,207,080601,电气工程及其自动化,广东省,2024,13,5500,4,"物理,化学",0,0,0,,,
10043,208,080901,计算机科学与技术,广东省,2024,4,4500,4,"物理,化学",0,0,0,,,
10043,208,080703,通信工程,广东省,2024,14,6500,4,"物理,化学",0,0,0,,,
10043,208,020301,金融学,广东省,2024,14,12000,4,物理,0,0,0,,,
10043,209,080601,电气工程及其自动化,广东省,2024,14,4500,4,"物理,化学",0,0,0,,,
10043,209,080703,通信工程,广东省,2024,11,5000,4,"物理,化学",0,0,0,,,
10046,202,080601,电气工程及其自动化,广东省,2024,8,8000,4,"物理,化学",0,0,0,,,
10046,202,070101,数学与应用数学,广东省,2024,4,8000,4,"物理,化学",0,0,0,,,
10047,203,080601,电气工程及其自动化,广东省,2024,4,4500,4,"物理,化学",0,0,0,,,
10047,204,080902,软件工程,广东省,2024,11,8000,4,"物理,化学",0,0,0,,,
10047,205,080703,通信工程,广东省,2024,3,5500,4,"物理,化学",0,0,0,,,
10050,202,080703,通信工程,广东省,2024,13,5500,4,"物理,化学",0,0,0,,,
10050,203,070101,数学与应用数学,广东省,2024,13,5000,4,"物理,化学",0,0,0,,,
10050,203,100201,临床医学,广东省,2024,10,5000,4,"物理,化学",0,0,1,,,
10050,209,120203,会计学,广东省,2024,8,4500,4,物理,0,0,0,,,
10050,209,100201,临床医学,广东省,2024,13,4500,4,"物理,化学",0,0,1,,,
10050,210,080901,计算机科学与技术,广东省,2024,12,4500,4,"物理,化学",0,0,0,,,
10050,210,030101,法学,广东省,2024,7,6500,4,物理,0,0,0,,,
10050,210,071101,心理学,广东省,2024,14,8000,4,"物理,化学",0,0,0,,,
10050,211,081001,土木工程,广东省,2024,6,8000,4,"物理,化学",0,0,0,,,
10050,211,070101,数学与应用数学,广东省,2024,2,5500,4,"物理,化学",0,0,0,,,
10052,205,071101,心理学,广东省,2024,9,4500,4,"物理,化学",0,0,0,,,
10052,205,120203,会计学,广东省,2024,13,8000,4,物理,0,0,0,,,
10052,205,080902,软件工程,广东省,2024,4,4500,4,"物理,化学",0,0,0,,,
10052,206,071101,心理学,广东省,2024,14,4500,4,"物理,化学",0,0,0,,,
10052,206,080601,电气工程及其自动化,广东省,2024,5,6500,4,"物理,化学",0,0,0,,,
10052,206,080901,计算机科学与技术,广东省,2024,7,5000,4,"物理,化学",0,0,0,,,
10053,205,120203,会计学,广东省,2024,8,12000,4,物理,0,0,0,,,
10053,205,070101,数学与应用数学,广东省,2024,9,5500,4,"物理,化学",0,0,0,,,
10053,206,100201,临床医学,广东省,2024,7,8000,4,"物理,化学",0,0,1,,,
10054,203,120203,会计学,广东省,2024,6,5000,4,物理,0,0,0,,,
10054,203,071101,心理学,广东省,2024,8,6500,4,"物理,化学",0,0,0,,,
10054,204,081001,土木工程,广东省,2024,4,12000,4,"物理,化学",0,0,0,,,
10054,204,030101,法学,广东省,2024,9,8000,4,物理,0,0,0,,,
10055,202,070101,数学与应用数学,广东省,2024,8,4500,4,"物理,化学",0,0,0,,,
10055,202,080901,计算机科学与技术,广东省,2024,3,6500,4,"物理,化学",0,0,0,,,
10055,203,080902,软件工程,广东省,2024,7,12000,4,"物理,化学",0,0,0,,,
10056,203,071101,心理学,广东省,2024,12,4500,4,"物理,化学",0,0,0,,,
10056,203,120203,会计学,广东省,2024,7,8000,4,物理,0,0,0,,,
10056,203,080703,通信工程,广东省,2024,7,4500,4,"物理,化学",0,0,0,,,
10056,204,120203,会计学,广东省,2024,2,8000,4,物理,0,0,0,,,
10056,204,100201,临床医学,广东省,2024,11,8000,4,"物理,化学",0,0,1,,,
10056,204,080601,电气工程及其自动化,广东省,2024,5,12000,4,"物理,化学",0,0,0,,,
10057,203,120203,会计学,广东省,2024,13,6500,4,物理,0,0,0,,,
10057,203,080201,机械工程,广东省,2024,13,4500,4,"物理,化学",0,0,0,,,
10057,204,080901,计算机科学与技术,广东省,2024,8,5500,4,"物理,化学",0,0,0,,,
10057,204,080703,通信工程,广东省,2024,8,6500,4,"物理,化学",0,0,0,,,
10057,204,100201,临床医学,广东省,2024,9,5000,4,"物理,化学",0,0,1,,,
10057,205,071101,心理学,广东省,2024,10,8000,4,"物理,化学",0,0,0,,,
10057,205,080901,计算机科学与技术,广东省,2024,5,5000,4,"物理,化学",0,0,0,,,
10057,206,080901,计算机科学与技术,广东省,2024,9,12000,4,"物理,化学",0,0,0,,,
10058,202,081001,土木工程,广东省,2024,4,4500,4,"物理,化学",0,0,0,,,
10058,"院
203",081001,土木工程,广东省,2024,8,4500,4,"物理,化学",0,0,0,,,
10058,204,080201,机械工程,广东省,2024,7,5000,4,"物理,化学",0,0,0,,,
10058,205,080601,电气工程及其自动化,广东省,2024,8,12000,4,"物理,化学",0,0,0,,,
10058,206,100201,临床医学,广东省,2024,5,12000,4,"物理,化学",0,0,1,,,
10058,206,070101,数学与应用数学,广东省,2024,5,12000,4,"物理,化学",0,0,0,,,
10058,206,080902,软件工程,广东省,2024,9,8000,4,"物理,化学",0,0,0,,,
10058,207,100201,临床医学,广东省,2024,9,12000,4,"物理,化学",0,0,1,,,
10058,207,080201,机械工程,广东省,2024,4,6500,4,"物理,化学",0,0,0,,,
10058,207,071101,心理学,广东省,2024,2,5000,4,"物理,化学",0,0,0,,,
10058,208,071101,心理学,广东省,2024,12,6500,4,"物理,化学",0,0,0,,,
10058,208,030101,法学,广东省,2024,11,6500,4,物理,0,0,0,,,
10058,208,120203,会计学,广东省,2024,13,4500,4,物理,0,0,0,,,
10059,205,080901,计算机科学与技术,广东省,2024,3,5500,4,"物理,化学",0,0,0,,,
10059,208,020301,金融学,广东省,2024,13,5500,4,物理,0,0,0,,,
10060,201,100201,临床医学,广东省,2024,2,8000,4,"物理,化学",0,0,1,,,
10060,202,100201,临床医学,广东省,2024,10,5500,4,"物理,化学",0,0,1,,,
10060,202,080901,计算机科学与技术,广东省,2024,2,6500,4,"物理,化学",0,0,0,,,
10060,202,120203,会计学,广东省,2024,10,6500,4,物理,0,0,0,,,
10060,203,100201,临床医学,广东省,2024,3,6500,4,"物理,化学",0,0,1,,,
10060,203,070101,数学与应用数学,广东省,2024,13,4500,4,"物理,化学",0,0,0,,,
10060,204,020301,金融学,广东省,2024,9,5000,4,物理,0,0,0,,,
10061,201,020301,金融学,广东省,2024,8,12000,4,物理,0,0,0,,,
10061,201,100201,临床医学,广东省,2024,2,8000,4,"物理,化学",0,0,1,,,
10061,202,081001,土木工程,广东省,2024,7,4500,4,"物理,化学",0,0,0,,,
10061,202,030101,法学,广东省,2024,5,6500,4,物理,0,0,0,,,
10061,202,120203,会计学,广东省,2024,2,5500,4,物理,0,0,0,,,
10061,203,070101,数学与应用数学,广东省,2024,10,5500,4,"物理,化学",0,0,0,,,
10061,203,071101,心理学,广东省,2024,13,8000,4,"物理,化学",0,0,0,,,
10061,204,030101,法学,广东省,2024,5,8000,4,物理,0,0,0,,,
10061,204,080201,机械工程,广东省,2024,9,12000,4,"物理,化学",0,0,0,,,
10061,204,080601,电气工程及其自动化,广东省,2024,4,5500,4,"物理,化学",0,0,0,,,
10063,203,071101,心理学,广东省,2024,4,5000,4,"物理,化学",0,0,0,,,
10063,203,080201,机械工程,广东省,2024,4,4500,4,"物理,化学",0,0,0,,,
10063,205,030101,法学,广东省,2024,10,4500,4,物理,0,0,0,,,
10063,206,071101,心理学,广东省,2024,13,5000,4,"物理,化学",0,0,0,,,
10063,208,070101,数学与应用数学,广东省,2024,4,5500,4,"物理,化学",0,0,0,,,
10065,205,071101,心理学,广东省,2024,14,4500,4,"物理,化学",0,0,0,,,
10065,205,081001,土木工程,广东省,2024,14,4500,4,"物理,化学",0,0,0,,,
10065,207,100201,临床医学,广东省,2024,10,5500,4,"物理,化学",0,0,1,,,
10065,207,020301,金融学,广东省,2024,11,6500,4,物理,0,0,0,,,
10065,207,080703,通信工程,广东省,2024,14,12000,4,"物理,化学",0,0,0,,,
10065,208,080901,计算机科学与技术,广东省,2024,14,5500,4,"物理,化学",0,0,0,,,
10065,209,080201,机械工程,广东省,2024,7,12000,4,"物理,化学",0,0,0,,,
10065,209,020301,金融学,广东省,2024,10,5000,4,物理,0,0,0,,,
10065,210,070101,数学与应用数学,广东省,2024,2,5500,4,"物理,化学",0,0,0,,,
10065,211,071101,心理学,广东省,2024,9,5500,4,"物理,化学",0,0,0,,,
10065,211,070101,数学与应用数学,广东省,2024,5,6500,4,"物理,化学",0,0,0,,,
10065,213,020301,金融学,广东省,2024,10,8000,4,物理,0,0,0,,,
10065,215,081001,土木工程,广东省,2024,4,5500,4,"物理,化学",0,0,0,,,
10065,216,030101,法学,广东省,2024,2,8000,4,物理,0,0,0,,,
10066,201,080902,软件工程,广东省,2024,5,5000,4,"物理,化学",0,0,0,,,
10066,201,020301,金融学,广东省,2024,3,5000,4,物理,0,0,0,,,
10066,202,120203,会计学,广东省,2024,11,5500,4,物理,0,0,0,,,
10066,202,030101,法学,广东省,2024,10,5000,4,物理,0,0,0,,,
10066,203,080601,电气工程及其自动化,广东省,2024,10,6500,4,"物理,化学",0,0,0,,,
10066,203,080901,计算机科学与技术,广东省,2024,4,6500,4,"物理,化学",0,0,0,,,
10066,203,100201,临床医学,广东省,2024,7,5500,4,"物理,化学",0,0,1,,,
10068,207,020301,金融学,广东省,2024,8,8000,4,物理,0,0,0,,,
10068,208,080703,通信工程,广东省,2024,12,5000,4,"物理,化学",0,0,0,,,
10068,208,080601,电气工程及其自动化,广东省,2024,5,5500,4,"物理,化学",0,0,0,,,
10068,208,071101,心理学,广东省,2024,14,4500,4,"物理,化学",0,0,0,,,
10068,211,080201,机械工程,广东省,2024,12,5000,4,"物理,化学",0,0,0,,,
10068,212,080201,机械工程,广东省,2024,6,4500,4,"物理,化学",0,0,0,,,
10068,212,070101,数学与应用数学,广东省,2024,2,6500,4,"物理,化学",0,0,0,,,
10068,212,080703,通信工程,广东省,2024,4,8000,4,"物理,化学",0,0,0,,,
10069,204,030101,法学,广东省,2024,5,4500,4,物理,0,0,0,,,
10069,204,120203,会计学,广东省,2024,14,5000,4,物理,0,0,0,,,
10069,206,080901,计算机科学与技术,广东省,2024,4,5000,4,"物理,化学",0,0,0,,,
10070,203,081001,土木工程,广东省,2024,8,12000,4,"物理,化学",0,0,0,,,
10070,203,080703,通信工程,广东省,2024,5,5000,4,"物理,化学",0,0,0,,,
10070,205,080902,软件工程,广东省,2024,14,5000,4,"物理,化学",0,0,0,,,
10070,207,080601,电气工程及其自动化,广东省,2024,6,12000,4,"物理,化学",0,0,0,,,
10071,202,080902,软件工程,广东省,2024,3,5500,4,"物理,化学",0,0,0,,,
10071,202,081001,土木工程,广东省,2024,5,5500,4,"物理,化学",0,0,0,,,
10071,202,030101,法学,广东省,2024,14,4500,4,物理,0,0,0,,,
10076,201,080601,电气工程及其自动化,广东省,2024,13,8000,4,"物理,化学",0,0,0,,,
10076,201,100201,临床医学,广东省,2024,2,8000,4,"物理,化学",0,0,1,,,
10076,201,030101,法学,广东省,2024,5,12000,4,物理,0,0,0,,,
10076,202,020301,金融学,广东省,2024,13,8000,4,物理,0,0,0,,,
10076,202,080901,计算机科学与技术,广东省,2024,2,6500,4,"物理,化学",0,0,0,,,
10076,202,080703,通信工程,广东省,2024,10,12000,4,"物理,化学",0,0,0,,,
10076,203,120203,会计学,广东省,2024,8,5000,4,物理,0,0,0,,,
10076,203,030101,法学,广东省,2024,5,12000,4,物理,0,0,0,,,
10076,204,080201,机械工程,广东省,2024,3,6500,4,"物理,化学",0,0,0,,,
10076,204,080601,电气工程及其自动化,广东省,2024,4,6500,4,"物理,化学",0,0,0,,,
10076,204,030101,法学,广东省,2024,8,8000,4,物理,0,0,0,,,
10076,206,030101,法学,广东省,2024,12,8000,4,物理,0,0,0,,,
10076,206,081001,土木工程,广东省,2024,14,12000,4,"物理,化学",0,0,0,,,
10076,206,080902,软件工程,广东省,2024,14,5000,4,"物理,化学",0,0,0,,,
10077,202,030101,法学,广东省,2024,9,5500,4,物理,0,0,0,,,
10077,202,080901,计算机科学与技术,广东省,2024,9,12000,4,"物理,化学",0,0,0,,,
10077,203,020301,金融学,广东省,2024,2,8000,4,物理,0,0,0,,,
10078,201,070101,数学与应用数学,广东省,2024,8,4500,4,"物理,化学",0,0,0,,,
10078,"院
202",020301,金融学,广东省,2024,14,5500,4,物理,0,0,0,,,
10078,"院
202",100201,临床医学,广东省,2024,12,12000,4,"物理,化学",0,0,1,,,
10079,203,070101,数学与应用数学,广东省,2024,14,6500,4,"物理,化学",0,0,0,,,
10079,203,080703,通信工程,广东省,2024,3,5500,4,"物理,化学",0,0,0,,,
10079,204,080703,通信工程,广东省,2024,14,8000,4,"物理,化学",0,0,0,,,
10079,204,080601,电气工程及其自动化,广东省,2024,4,8000,4,"物理,化学",0,0,0,,,
10079,204,080902,软件工程,广东省,2024,4,4500,4,"物理,化学",0,0,0,,,
10080,201,070101,数学与应用数学,广东省,2024,5,5000,4,"物理,化学",0,0,0,,,
10080,202,071101,心理学,广东省,2024,9,5000,4,"物理,化学",0,0,0,,,
10080,202,030101,法学,广东省,2024,13,12000,4,物理,0,0,0,,,
10080,203,080703,通信工程,广东省,2024,3,12000,4,"物理,化学",0,0,0,,,
10080,203,070101,数学与应用数学,广东省,2024,7,4500,4,"物理,化学",0,0,0,,,
10080,204,080703,通信工程,广东省,2024,12,4500,4,"物理,化学",0,0,0,,,
10080,204,070101,数学与应用数学,广东省,2024,2,5500,4,"物理,化学",0,0,0,,,
10080,204,100201,临床医学,广东省,2024,4,4500,4,"物理,化学",0,0,1,,,
10080,205,030101,法学,广东省,2024,9,6500,4,物理,0,0,0,,,
